date,maximum,minimum,station
2021-07-03,34.0,2.5,RIO GRANDE
2021-07-04,20.1,17.1,AEROPARQUE AERO
2021-07-04,20.5,13.8,LAS LOMITAS
2021-07-04,38.4,15.9,RIO GRANDE
2021-07-05,32.9,18.7,AEROPARQUE AERO
2021-07-05,39.8,4.2,LAS LOMITAS
2021-07-05,37.2,6.4,RIO GRANDE
2021-07-06,27.7,8.8,AEROPARQUE AERO
2021-07-06,34.5,2.0,LAS LOMITAS
2021-07-06,31.4,11.8,RIO GRANDE
2021-07-07,37.6,9.2,AEROPARQUE AERO
2021-07-07,34.1,8.8,LAS LOMITAS
2021-07-07,32.0,6.1,RIO GRANDE
2021-07-08,20.2,6.0,AEROPARQUE AERO
2021-07-08,39.3,1.2,LAS LOMITAS
2021-07-08,37.3,11.3,RIO GRANDE
2021-07-09,28.9,18.0,AEROPARQUE AERO
2021-07-09,38.3,12.4,LAS LOMITAS
2021-07-09,32.9,10.4,RIO GRANDE
2021-07-10,28.0,7.9,AEROPARQUE AERO
2021-07-10,21.2,4.0,LAS LOMITAS
2021-07-10,37.7,17.7,RIO GRANDE
2021-07-11,34.1,7.0,AEROPARQUE AERO
2021-07-11,39.3,18.5,LAS LOMITAS
2021-07-11,34.2,10.9,RIO GRANDE
2021-07-12,38.0,6.7,AEROPARQUE AERO
2021-07-12,37.3,4.4,LAS LOMITAS
2021-07-12,34.4,17.9,RIO GRANDE
2021-07-13,21.1,4.9,AEROPARQUE AERO
2021-07-13,39.0,7.9,LAS LOMITAS
2021-07-13,33.8,15.7,RIO GRANDE
2021-07-14,29.2,19.5,AEROPARQUE AERO
2021-07-14,31.4,3.6,LAS LOMITAS
2021-07-14,32.4,19.4,RIO GRANDE
2021-07-15,24.2,15.1,AEROPARQUE AERO
2021-07-15,30.2,2.4,LAS LOMITAS
2021-07-15,37.9,6.3,RIO GRANDE
2021-07-16,36.1,7.0,AEROPARQUE AERO
2021-07-16,36.0,3.0,LAS LOMITAS
2021-07-16,32.6,0.7,RIO GRANDE
2021-07-17,29.6,0.8,AEROPARQUE AERO
2021-07-17,35.7,8.3,LAS LOMITAS
2021-07-17,30.8,14.0,RIO GRANDE
2021-07-18,23.3,15.5,AEROPARQUE AERO
2021-07-18,33.7,18.0,LAS LOMITAS
2021-07-18,28.9,11.7,RIO GRANDE
2021-07-19,31.4,17.3,AEROPARQUE AERO
2021-07-19,25.7,13.7,LAS LOMITAS
2021-07-19,35.3,6.9,RIO GRANDE
2021-07-20,31.0,1.5,AEROPARQUE AERO
2021-07-20,21.1,13.6,LAS LOMITAS
2021-07-20,32.6,7.3,RIO GRANDE
2021-07-21,37.2,1.9,AEROPARQUE AERO
2021-07-21,38.6,5.9,LAS LOMITAS
2021-07-21,37.8,5.5,RIO GRANDE
2021-07-22,33.6,10.0,AEROPARQUE AERO
2021-07-22,39.5,11.1,LAS LOMITAS
2021-07-22,26.2,11.8,RIO GRANDE
2021-07-23,36.2,17.0,AEROPARQUE AERO
2021-07-23,36.7,12.8,LAS LOMITAS
2021-07-23,29.2,6.9,RIO GRANDE
2021-07-24,32.8,14.1,AEROPARQUE AERO
2021-07-24,27.1,13.4,LAS LOMITAS
2021-07-24,37.7,7.5,RIO GRANDE
2021-07-25,39.3,15.4,AEROPARQUE AERO
2021-07-25,32.2,5.5,LAS LOMITAS
2021-07-25,27.6,4.3,RIO GRANDE
2021-07-26,31.7,15.4,AEROPARQUE AERO
2021-07-26,25.0,0.4,LAS LOMITAS
2021-07-26,21.0,6.4,RIO GRANDE
2021-07-27,20.0,15.2,AEROPARQUE AERO
2021-07-27,26.3,1.9,LAS LOMITAS
2021-07-27,23.8,12.5,RIO GRANDE
2021-07-28,27.2,16.0,AEROPARQUE AERO
2021-07-28,35.9,2.8,LAS LOMITAS
2021-07-28,36.5,10.1,RIO GRANDE
2021-07-29,26.9,14.8,AEROPARQUE AERO
2021-07-29,26.8,0.8,LAS LOMITAS
2021-07-29,39.0,3.9,RIO GRANDE
2021-07-30,24.0,18.6,AEROPARQUE AERO
2021-07-30,37.6,4.8,LAS LOMITAS
2021-07-30,25.9,11.2,RIO GRANDE
2021-07-31,36.9,5.2,AEROPARQUE AERO
2021-07-31,25.8,18.5,LAS LOMITAS
2021-07-31,21.8,11.9,RIO GRANDE
2021-08-01,39.0,12.6,AEROPARQUE AERO
2021-08-01,23.6,3.7,LAS LOMITAS
2021-08-01,25.8,13.3,RIO GRANDE
2021-08-02,20.4,8.6,AEROPARQUE AERO
2021-08-02,25.9,1.7,LAS LOMITAS
2021-08-02,34.5,4.6,RIO GRANDE
2021-08-03,27.9,10.9,AEROPARQUE AERO
2021-08-03,31.9,11.0,LAS LOMITAS
2021-08-03,36.5,16.0,RIO GRANDE
2021-08-04,31.0,5.4,AEROPARQUE AERO
2021-08-04,23.2,19.1,LAS LOMITAS
2021-08-04,27.1,0.6,RIO GRANDE
2021-08-05,27.2,3.5,AEROPARQUE AERO
2021-08-05,29.3,12.0,LAS LOMITAS
2021-08-05,31.9,17.4,RIO GRANDE
2021-08-06,23.9,16.0,AEROPARQUE AERO
2021-08-06,24.6,11.3,LAS LOMITAS
2021-08-06,28.4,5.0,RIO GRANDE
2021-08-07,32.0,3.9,AEROPARQUE AERO
2021-08-07,23.7,14.7,LAS LOMITAS
2021-08-07,30.5,12.6,RIO GRANDE
2021-08-08,37.9,19.8,AEROPARQUE AERO
2021-08-08,24.3,0.8,LAS LOMITAS
2021-08-08,33.3,3.9,RIO GRANDE
2021-08-09,34.9,3.0,AEROPARQUE AERO
2021-08-09,39.0,6.4,LAS LOMITAS
2021-08-09,22.3,9.8,RIO GRANDE
2021-08-10,28.2,18.7,AEROPARQUE AERO
2021-08-10,27.6,13.9,LAS LOMITAS
2021-08-10,30.6,11.6,RIO GRANDE
2021-08-11,22.5,5.9,AEROPARQUE AERO
2021-08-11,33.0,14.0,LAS LOMITAS
2021-08-11,21.2,0.9,RIO GRANDE
2021-08-12,37.9,0.3,AEROPARQUE AERO
2021-08-12,37.0,2.3,LAS LOMITAS
2021-08-12,37.0,6.0,RIO GRANDE
2021-08-13,38.6,16.9,AEROPARQUE AERO
2021-08-13,23.5,17.5,LAS LOMITAS
2021-08-13,29.5,7.8,RIO GRANDE
2021-08-14,31.9,12.8,AEROPARQUE AERO
2021-08-14,32.6,16.9,LAS LOMITAS
2021-08-14,22.0,9.8,RIO GRANDE
2021-08-15,34.1,4.8,AEROPARQUE AERO
2021-08-15,37.3,13.2,LAS LOMITAS
2021-08-15,38.5,2.9,RIO GRANDE
2021-08-16,31.1,6.3,AEROPARQUE AERO
2021-08-16,35.8,15.5,LAS LOMITAS
2021-08-16,25.1,3.9,RIO GRANDE
2021-08-17,39.4,19.2,AEROPARQUE AERO
2021-08-17,39.2,2.2,LAS LOMITAS
2021-08-17,33.6,19.4,RIO GRANDE
2021-08-18,24.6,13.9,AEROPARQUE AERO
2021-08-18,27.5,0.8,LAS LOMITAS
2021-08-18,26.8,16.8,RIO GRANDE
2021-08-19,23.0,10.5,AEROPARQUE AERO
2021-08-19,32.3,15.3,LAS LOMITAS
2021-08-19,25.1,2.7,RIO GRANDE
2021-08-20,27.3,4.9,AEROPARQUE AERO
2021-08-20,32.5,1.7,LAS LOMITAS
2021-08-20,33.2,2.2,RIO GRANDE
2021-08-21,35.5,3.2,AEROPARQUE AERO
2021-08-21,25.4,15.4,LAS LOMITAS
2021-08-21,25.9,16.1,RIO GRANDE
2021-08-22,38.6,2.0,AEROPARQUE AERO
2021-08-22,23.1,16.2,LAS LOMITAS
2021-08-22,24.8,14.0,RIO GRANDE
2021-08-23,22.8,9.6,AEROPARQUE AERO
2021-08-23,38.6,1.7,LAS LOMITAS
2021-08-23,21.2,18.3,RIO GRANDE
2021-08-24,21.4,4.9,AEROPARQUE AERO
2021-08-24,32.7,14.3,LAS LOMITAS
2021-08-24,29.5,2.2,RIO GRANDE
2021-08-25,39.9,19.4,AEROPARQUE AERO
2021-08-25,30.7,2.2,LAS LOMITAS
2021-08-25,39.8,6.7,RIO GRANDE
2021-08-26,25.0,2.2,AEROPARQUE AERO
2021-08-26,20.5,5.3,LAS LOMITAS
2021-08-26,21.0,10.7,RIO GRANDE
2021-08-27,38.8,17.4,AEROPARQUE AERO
2021-08-27,21.8,3.0,LAS LOMITAS
2021-08-27,21.2,8.4,RIO GRANDE
2021-08-28,32.8,10.5,AEROPARQUE AERO
2021-08-28,31.0,10.0,LAS LOMITAS
2021-08-28,20.3,4.3,RIO GRANDE
2021-08-29,33.7,0.1,AEROPARQUE AERO
2021-08-29,21.4,17.7,LAS LOMITAS
2021-08-29,26.4,5.4,RIO GRANDE
2021-08-30,36.4,1.0,AEROPARQUE AERO
2021-08-30,34.7,6.3,LAS LOMITAS
2021-08-30,37.0,6.6,RIO GRANDE
2021-08-31,21.3,9.8,AEROPARQUE AERO
2021-08-31,31.9,7.9,LAS LOMITAS
2021-08-31,35.4,11.3,RIO GRANDE
2021-09-01,38.6,0.9,AEROPARQUE AERO
2021-09-01,32.3,3.7,LAS LOMITAS
2021-09-01,39.9,12.9,RIO GRANDE
2021-09-02,39.1,17.8,AEROPARQUE AERO
2021-09-02,27.1,16.6,LAS LOMITAS
2021-09-02,28.4,15.7,RIO GRANDE
2021-09-03,21.1,19.8,AEROPARQUE AERO
2021-09-03,20.6,6.7,LAS LOMITAS
2021-09-03,27.1,12.0,RIO GRANDE
2021-09-04,33.6,1.5,AEROPARQUE AERO
2021-09-04,22.3,12.9,LAS LOMITAS
2021-09-04,27.8,5.5,RIO GRANDE
2021-09-05,22.4,7.3,AEROPARQUE AERO
2021-09-05,27.4,2.3,LAS LOMITAS
2021-09-05,23.1,13.0,RIO GRANDE
2021-09-06,34.5,14.2,AEROPARQUE AERO
2021-09-06,37.2,4.4,LAS LOMITAS
2021-09-06,20.6,19.9,RIO GRANDE
2021-09-07,28.9,3.7,AEROPARQUE AERO
2021-09-07,28.9,16.2,LAS LOMITAS
2021-09-07,37.8,2.1,RIO GRANDE
2021-09-08,31.4,9.1,AEROPARQUE AERO
2021-09-08,28.4,3.3,LAS LOMITAS
2021-09-08,26.6,12.1,RIO GRANDE
2021-09-09,27.8,7.0,AEROPARQUE AERO
2021-09-09,30.3,6.0,LAS LOMITAS
2021-09-09,20.2,19.5,RIO GRANDE
2021-09-10,32.6,4.6,AEROPARQUE AERO
2021-09-10,29.6,10.2,LAS LOMITAS
2021-09-10,20.8,16.0,RIO GRANDE
2021-09-11,27.5,9.0,AEROPARQUE AERO
2021-09-11,29.3,1.3,LAS LOMITAS
2021-09-11,32.9,7.5,RIO GRANDE
2021-09-12,30.9,0.5,AEROPARQUE AERO
2021-09-12,36.8,10.4,LAS LOMITAS
2021-09-12,21.2,7.1,RIO GRANDE
2021-09-13,27.5,11.3,AEROPARQUE AERO
2021-09-13,26.9,11.8,LAS LOMITAS
2021-09-13,32.6,13.5,RIO GRANDE
2021-09-14,24.2,9.8,AEROPARQUE AERO
2021-09-14,34.9,2.9,LAS LOMITAS
2021-09-14,22.2,7.3,RIO GRANDE
2021-09-15,32.0,2.9,AEROPARQUE AERO
2021-09-15,38.2,17.1,LAS LOMITAS
2021-09-15,34.5,4.5,RIO GRANDE
2021-09-16,32.5,16.2,AEROPARQUE AERO
2021-09-16,30.9,2.6,LAS LOMITAS
2021-09-16,26.1,12.1,RIO GRANDE
2021-09-17,32.2,16.1,AEROPARQUE AERO
2021-09-17,34.0,7.6,LAS LOMITAS
2021-09-17,31.7,0.7,RIO GRANDE
2021-09-18,39.3,18.1,AEROPARQUE AERO
2021-09-18,38.2,8.2,LAS LOMITAS
2021-09-18,27.5,11.9,RIO GRANDE
2021-09-19,24.1,14.2,AEROPARQUE AERO
2021-09-19,30.0,19.1,LAS LOMITAS
2021-09-19,29.9,0.7,RIO GRANDE
2021-09-20,36.0,2.3,AEROPARQUE AERO
2021-09-20,38.7,17.5,LAS LOMITAS
2021-09-20,33.1,4.8,RIO GRANDE
2021-09-21,26.1,11.4,AEROPARQUE AERO
2021-09-21,37.1,7.9,LAS LOMITAS
2021-09-21,36.6,9.4,RIO GRANDE
2021-09-22,28.7,18.1,AEROPARQUE AERO
2021-09-22,34.4,5.0,LAS LOMITAS
2021-09-22,35.6,7.8,RIO GRANDE
2021-09-23,29.6,10.0,AEROPARQUE AERO
2021-09-23,25.5,7.4,LAS LOMITAS
2021-09-23,31.8,11.1,RIO GRANDE
2021-09-24,37.3,19.5,AEROPARQUE AERO
2021-09-24,37.4,8.9,LAS LOMITAS
2021-09-24,26.2,2.6,RIO GRANDE
2021-09-25,29.8,4.0,AEROPARQUE AERO
2021-09-25,35.1,15.7,LAS LOMITAS
2021-09-25,27.8,10.9,RIO GRANDE
2021-09-26,35.3,2.5,AEROPARQUE AERO
2021-09-26,24.2,4.9,LAS LOMITAS
2021-09-26,22.7,18.7,RIO GRANDE
2021-09-27,37.8,7.2,AEROPARQUE AERO
2021-09-27,39.7,19.0,LAS LOMITAS
2021-09-27,34.3,0.1,RIO GRANDE
2021-09-28,36.5,2.1,AEROPARQUE AERO
2021-09-28,24.8,12.9,LAS LOMITAS
2021-09-28,36.2,14.0,RIO GRANDE
2021-09-29,36.0,0.7,AEROPARQUE AERO
2021-09-29,35.1,13.2,LAS LOMITAS
2021-09-29,31.2,17.4,RIO GRANDE
2021-09-30,36.6,0.1,AEROPARQUE AERO
2021-09-30,38.2,11.3,LAS LOMITAS
2021-09-30,34.2,9.4,RIO GRANDE
2021-10-01,23.1,6.7,AEROPARQUE AERO
2021-10-01,21.3,4.0,LAS LOMITAS
2021-10-01,36.7,1.8,RIO GRANDE
2021-10-02,25.0,18.1,AEROPARQUE AERO
2021-10-02,22.1,2.7,LAS LOMITAS
2021-10-02,22.8,16.9,RIO GRANDE
2021-10-03,30.4,10.8,AEROPARQUE AERO
2021-10-03,35.9,10.3,LAS LOMITAS
2021-10-03,33.0,14.9,RIO GRANDE
2021-10-04,39.9,4.0,AEROPARQUE AERO
2021-10-04,37.8,7.2,LAS LOMITAS
2021-10-04,36.0,7.9,RIO GRANDE
2021-10-05,29.9,15.3,AEROPARQUE AERO
2021-10-05,35.8,15.7,LAS LOMITAS
2021-10-05,25.3,2.6,RIO GRANDE
2021-10-06,32.5,18.2,AEROPARQUE AERO
2021-10-06,28.8,11.4,LAS LOMITAS
2021-10-06,36.0,13.8,RIO GRANDE
2021-10-07,23.9,11.5,AEROPARQUE AERO
2021-10-07,21.2,17.2,LAS LOMITAS
2021-10-07,23.2,4.5,RIO GRANDE
2021-10-08,24.1,6.0,AEROPARQUE AERO
2021-10-08,38.5,2.6,LAS LOMITAS
2021-10-08,20.5,4.1,RIO GRANDE
2021-10-09,24.0,19.8,AEROPARQUE AERO
2021-10-09,39.9,15.5,LAS LOMITAS
2021-10-09,28.4,16.7,RIO GRANDE
2021-10-10,37.9,13.9,AEROPARQUE AERO
2021-10-10,36.6,3.9,LAS LOMITAS
2021-10-10,24.6,16.0,RIO GRANDE
2021-10-11,26.6,12.2,AEROPARQUE AERO
2021-10-11,21.7,14.9,LAS LOMITAS
2021-10-11,26.5,11.0,RIO GRANDE
2021-10-12,23.4,16.6,AEROPARQUE AERO
2021-10-12,37.3,3.1,LAS LOMITAS
2021-10-12,36.4,17.8,RIO GRANDE
2021-10-13,33.4,4.8,AEROPARQUE AERO
2021-10-13,21.1,16.7,LAS LOMITAS
2021-10-13,20.5,7.8,RIO GRANDE
2021-10-14,26.2,11.1,AEROPARQUE AERO
2021-10-14,25.8,10.1,LAS LOMITAS
2021-10-14,25.2,17.4,RIO GRANDE
2021-10-15,20.9,18.4,AEROPARQUE AERO
2021-10-15,32.5,11.7,LAS LOMITAS
2021-10-15,31.2,3.9,RIO GRANDE
2021-10-16,39.1,10.7,AEROPARQUE AERO
2021-10-16,30.5,6.7,LAS LOMITAS
2021-10-16,22.2,19.0,RIO GRANDE
2021-10-17,32.3,19.4,AEROPARQUE AERO
2021-10-17,29.1,11.7,LAS LOMITAS
2021-10-17,30.4,13.9,RIO GRANDE
2021-10-18,38.1,19.5,AEROPARQUE AERO
2021-10-18,34.1,1.4,LAS LOMITAS
2021-10-18,28.8,10.3,RIO GRANDE
2021-10-19,23.7,3.3,AEROPARQUE AERO
2021-10-19,34.1,3.8,LAS LOMITAS
2021-10-19,22.7,15.9,RIO GRANDE
2021-10-20,30.0,12.8,AEROPARQUE AERO
2021-10-20,27.9,13.4,LAS LOMITAS
2021-10-20,37.3,8.9,RIO GRANDE
2021-10-21,26.8,15.2,AEROPARQUE AERO
2021-10-21,21.7,17.0,LAS LOMITAS
2021-10-21,32.3,8.0,RIO GRANDE
2021-10-22,32.2,16.2,AEROPARQUE AERO
2021-10-22,32.5,12.3,LAS LOMITAS
2021-10-22,27.5,7.8,RIO GRANDE
2021-10-23,39.6,8.5,AEROPARQUE AERO
2021-10-23,20.0,4.6,LAS LOMITAS
2021-10-23,32.1,2.5,RIO GRANDE
2021-10-24,39.1,9.7,AEROPARQUE AERO
2021-10-24,30.3,9.9,LAS LOMITAS
2021-10-24,38.2,1.1,RIO GRANDE
2021-10-25,31.7,1.2,AEROPARQUE AERO
2021-10-25,30.2,12.7,LAS LOMITAS
2021-10-25,22.1,0.4,RIO GRANDE
2021-10-26,27.4,18.6,AEROPARQUE AERO
2021-10-26,26.4,19.0,LAS LOMITAS
2021-10-26,33.2,7.5,RIO GRANDE
2021-10-27,25.5,6.2,AEROPARQUE AERO
2021-10-27,30.0,12.1,LAS LOMITAS
2021-10-27,24.4,19.3,RIO GRANDE
2021-10-28,21.1,1.4,AEROPARQUE AERO
2021-10-28,26.0,6.7,LAS LOMITAS
2021-10-28,30.9,16.8,RIO GRANDE
2021-10-29,22.8,19.9,AEROPARQUE AERO
2021-10-29,39.9,17.4,LAS LOMITAS
2021-10-29,38.2,5.6,RIO GRANDE
2021-10-30,25.7,5.3,AEROPARQUE AERO
2021-10-30,36.3,7.7,LAS LOMITAS
2021-10-30,31.5,1.2,RIO GRANDE
2021-10-31,26.6,4.8,AEROPARQUE AERO
2021-10-31,33.0,15.9,LAS LOMITAS
2021-10-31,25.2,8.4,RIO GRANDE
2021-11-01,24.2,15.4,AEROPARQUE AERO
2021-11-01,33.0,0.2,LAS LOMITAS
2021-11-01,34.6,15.0,RIO GRANDE
2021-11-02,22.6,19.4,AEROPARQUE AERO
2021-11-02,34.1,2.2,LAS LOMITAS
2021-11-02,21.1,9.6,RIO GRANDE
2021-11-03,20.3,18.1,AEROPARQUE AERO
2021-11-03,34.1,18.0,LAS LOMITAS
2021-11-03,30.4,5.7,RIO GRANDE
2021-11-04,22.7,2.1,AEROPARQUE AERO
2021-11-04,35.4,4.3,LAS LOMITAS
2021-11-04,39.8,12.8,RIO GRANDE
2021-11-05,35.8,11.3,AEROPARQUE AERO
2021-11-05,31.7,1.1,LAS LOMITAS
2021-11-05,29.8,12.1,RIO GRANDE
2021-11-06,28.9,15.9,AEROPARQUE AERO
2021-11-06,20.3,13.5,LAS LOMITAS
2021-11-06,38.3,0.5,RIO GRANDE
2021-11-07,34.8,17.1,AEROPARQUE AERO
2021-11-07,20.5,16.8,LAS LOMITAS
2021-11-07,39.5,3.5,RIO GRANDE
2021-11-08,29.3,16.9,AEROPARQUE AERO
2021-11-08,35.2,12.8,LAS LOMITAS
2021-11-08,31.6,15.8,RIO GRANDE
2021-11-09,34.3,8.9,AEROPARQUE AERO
2021-11-09,24.5,5.7,LAS LOMITAS
2021-11-09,39.3,9.3,RIO GRANDE
2021-11-10,38.3,7.0,AEROPARQUE AERO
2021-11-10,26.3,4.8,LAS LOMITAS
2021-11-10,37.4,14.1,RIO GRANDE
2021-11-11,25.5,14.0,AEROPARQUE AERO
2021-11-11,30.4,19.9,LAS LOMITAS
2021-11-11,30.2,14.2,RIO GRANDE
2021-11-12,27.5,18.9,AEROPARQUE AERO
2021-11-12,25.6,8.4,LAS LOMITAS
2021-11-12,29.9,17.7,RIO GRANDE
2021-11-13,34.9,0.5,AEROPARQUE AERO
2021-11-13,24.4,0.1,LAS LOMITAS
2021-11-13,38.6,16.3,RIO GRANDE
2021-11-14,22.4,11.6,AEROPARQUE AERO
2021-11-14,20.7,7.2,LAS LOMITAS
2021-11-14,36.9,12.2,RIO GRANDE
2021-11-15,31.3,6.0,AEROPARQUE AERO
2021-11-15,28.6,4.3,LAS LOMITAS
2021-11-15,38.7,4.1,RIO GRANDE
2021-11-16,27.4,11.6,AEROPARQUE AERO
2021-11-16,38.8,7.8,LAS LOMITAS
2021-11-16,26.2,18.9,RIO GRANDE
2021-11-17,28.3,16.8,AEROPARQUE AERO
2021-11-17,30.0,2.0,LAS LOMITAS
2021-11-17,31.8,0.3,RIO GRANDE
2021-11-18,29.6,10.2,AEROPARQUE AERO
2021-11-18,35.6,11.2,LAS LOMITAS
2021-11-18,34.1,9.5,RIO GRANDE
2021-11-19,31.0,1.2,AEROPARQUE AERO
2021-11-19,27.7,3.9,LAS LOMITAS
2021-11-19,26.9,18.5,RIO GRANDE
2021-11-20,22.1,8.3,AEROPARQUE AERO
2021-11-20,29.3,5.1,LAS LOMITAS
2021-11-20,34.6,14.4,RIO GRANDE
2021-11-21,21.9,17.7,AEROPARQUE AERO
2021-11-21,28.9,18.5,LAS LOMITAS
2021-11-21,24.7,18.5,RIO GRANDE
2021-11-22,27.5,0.6,AEROPARQUE AERO
2021-11-22,33.0,5.3,LAS LOMITAS
2021-11-22,33.1,14.9,RIO GRANDE
2021-11-23,20.7,14.9,AEROPARQUE AERO
2021-11-23,21.8,13.2,LAS LOMITAS
2021-11-23,22.4,10.5,RIO GRANDE
2021-11-24,31.5,3.7,AEROPARQUE AERO
2021-11-24,33.9,10.1,LAS LOMITAS
2021-11-24,35.8,13.4,RIO GRANDE
2021-11-25,25.5,1.0,AEROPARQUE AERO
2021-11-25,37.2,10.9,LAS LOMITAS
2021-11-25,25.7,15.8,RIO GRANDE
2021-11-26,28.5,9.7,AEROPARQUE AERO
2021-11-26,25.6,5.1,LAS LOMITAS
2021-11-26,29.0,9.5,RIO GRANDE
2021-11-27,24.5,9.5,AEROPARQUE AERO
2021-11-27,28.1,18.7,LAS LOMITAS
2021-11-27,34.4,2.4,RIO GRANDE
2021-11-28,38.7,8.5,AEROPARQUE AERO
2021-11-28,29.0,12.7,LAS LOMITAS
2021-11-28,39.1,12.7,RIO GRANDE
2021-11-29,30.3,6.9,AEROPARQUE AERO
2021-11-29,22.7,0.9,LAS LOMITAS
2021-11-29,29.4,2.9,RIO GRANDE
2021-11-30,24.7,16.8,AEROPARQUE AERO
2021-11-30,24.5,15.4,LAS LOMITAS
2021-11-30,33.5,19.0,RIO GRANDE
2021-12-01,28.9,16.6,AEROPARQUE AERO
2021-12-01,27.3,11.7,LAS LOMITAS
2021-12-01,24.2,12.1,RIO GRANDE
2021-12-02,30.6,0.8,AEROPARQUE AERO
2021-12-02,23.6,10.2,LAS LOMITAS
2021-12-02,37.5,9.7,RIO GRANDE
2021-12-03,27.7,12.6,AEROPARQUE AERO
2021-12-03,33.1,3.3,LAS LOMITAS
2021-12-03,27.2,5.3,RIO GRANDE
2021-12-04,33.2,18.3,AEROPARQUE AERO
2021-12-04,28.3,18.2,LAS LOMITAS
2021-12-04,36.3,15.6,RIO GRANDE
2021-12-05,21.1,6.5,AEROPARQUE AERO
2021-12-05,36.4,1.0,LAS LOMITAS
2021-12-05,36.2,19.0,RIO GRANDE
2021-12-06,33.9,3.3,AEROPARQUE AERO
2021-12-06,26.0,6.6,LAS LOMITAS
2021-12-06,39.5,0.4,RIO GRANDE
2021-12-07,21.5,4.0,AEROPARQUE AERO
2021-12-07,22.0,11.8,LAS LOMITAS
2021-12-07,28.4,16.8,RIO GRANDE
2021-12-08,22.0,16.8,AEROPARQUE AERO
2021-12-08,34.9,11.4,LAS LOMITAS
2021-12-08,28.0,16.7,RIO GRANDE
2021-12-09,33.7,0.4,AEROPARQUE AERO
2021-12-09,35.2,8.5,LAS LOMITAS
2021-12-09,31.6,17.8,RIO GRANDE
2021-12-10,31.5,5.4,AEROPARQUE AERO
2021-12-10,25.5,12.0,LAS LOMITAS
2021-12-10,27.3,3.4,RIO GRANDE
2021-12-11,31.1,12.9,AEROPARQUE AERO
2021-12-11,27.4,16.2,LAS LOMITAS
2021-12-11,21.4,12.6,RIO GRANDE
2021-12-12,25.4,18.8,AEROPARQUE AERO
2021-12-12,22.7,19.5,LAS LOMITAS
2021-12-12,28.0,1.3,RIO GRANDE
2021-12-13,27.5,9.2,AEROPARQUE AERO
2021-12-13,37.3,2.9,LAS LOMITAS
2021-12-13,24.1,19.2,RIO GRANDE
2021-12-14,28.2,0.5,AEROPARQUE AERO
2021-12-14,26.8,4.7,LAS LOMITAS
2021-12-14,26.7,10.4,RIO GRANDE
2021-12-15,31.0,2.3,AEROPARQUE AERO
2021-12-15,23.3,1.9,LAS LOMITAS
2021-12-15,24.5,5.7,RIO GRANDE
2021-12-16,31.0,19.9,AEROPARQUE AERO
2021-12-16,35.7,7.0,LAS LOMITAS
2021-12-16,39.8,7.1,RIO GRANDE
2021-12-17,34.4,1.0,AEROPARQUE AERO
2021-12-17,26.0,9.0,LAS LOMITAS
2021-12-17,39.8,8.3,RIO GRANDE
2021-12-18,21.0,11.4,AEROPARQUE AERO
2021-12-18,29.3,18.3,LAS LOMITAS
2021-12-18,23.8,9.3,RIO GRANDE
2021-12-19,22.2,14.2,AEROPARQUE AERO
2021-12-19,29.6,5.4,LAS LOMITAS
2021-12-19,39.1,3.2,RIO GRANDE
2021-12-20,22.3,14.7,AEROPARQUE AERO
2021-12-20,27.3,16.5,LAS LOMITAS
2021-12-20,23.9,2.7,RIO GRANDE
2021-12-21,23.5,12.8,AEROPARQUE AERO
2021-12-21,28.5,16.0,LAS LOMITAS
2021-12-21,32.4,11.7,RIO GRANDE
2021-12-22,22.2,15.3,AEROPARQUE AERO
2021-12-22,37.4,14.5,LAS LOMITAS
2021-12-22,22.1,17.9,RIO GRANDE
2021-12-23,20.3,8.1,AEROPARQUE AERO
2021-12-23,33.4,16.2,LAS LOMITAS
2021-12-23,32.1,0.1,RIO GRANDE
2021-12-24,21.3,14.3,AEROPARQUE AERO
2021-12-24,22.9,12.8,LAS LOMITAS
2021-12-24,37.8,2.2,RIO GRANDE
2021-12-25,34.5,7.8,AEROPARQUE AERO
2021-12-25,26.1,19.2,LAS LOMITAS
2021-12-25,24.4,8.7,RIO GRANDE
2021-12-26,29.9,7.9,AEROPARQUE AERO
2021-12-26,31.8,17.5,LAS LOMITAS
2021-12-26,35.4,8.0,RIO GRANDE
2021-12-27,37.7,2.3,AEROPARQUE AERO
2021-12-27,31.1,5.0,LAS LOMITAS
2021-12-27,20.9,15.5,RIO GRANDE
2021-12-28,37.4,10.2,AEROPARQUE AERO
2021-12-28,25.7,11.7,LAS LOMITAS
2021-12-28,28.6,3.7,RIO GRANDE
2021-12-29,25.9,11.4,AEROPARQUE AERO
2021-12-29,32.8,16.6,LAS LOMITAS
2021-12-29,29.3,12.2,RIO GRANDE
2021-12-30,38.4,6.4,AEROPARQUE AERO
2021-12-30,36.4,6.0,LAS LOMITAS
2021-12-30,34.5,9.1,RIO GRANDE
2021-12-31,36.1,16.4,AEROPARQUE AERO
2021-12-31,25.9,2.2,LAS LOMITAS
2021-12-31,39.3,4.4,RIO GRANDE
2022-01-01,22.7,13.3,AEROPARQUE AERO
2022-01-01,22.3,17.1,LAS LOMITAS
2022-01-01,29.6,9.9,RIO GRANDE
2022-01-02,35.1,14.2,AEROPARQUE AERO
2022-01-02,21.4,11.4,LAS LOMITAS
2022-01-02,34.6,13.8,RIO GRANDE
2022-01-03,32.4,13.1,AEROPARQUE AERO
2022-01-03,34.2,1.8,LAS LOMITAS
